"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp","TotalPurchases","PurchaseFrequency","PreferredProductCategory","PreferredChannel","AvgSpendPerPurchase","HasChildren","IncomeSegment","CustomerTenure","CampaignAcceptanceRate","CustomerSegment","PropensityScore","EngagementIndex"
"PhD","Divorced",42564,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,52,2920,1,813,24,0.246575342465753,"WineExp","CatalogPurc",33.875,1,"Medium",8,0.2,"2",0.628522659651527,45.358795879588
"PhD","Married",82017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,63,2976,3,729,17,0.171370967741935,"MeatExp","StorePurc",42.8823529411765,0,"High",8.15342465753425,0.6,"2",0.446809717019712,37.1176917691769
"Graduation","Married",48192,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,62,2826,3,1526,25,0.265392781316348,"WineExp","StorePurc",61.04,0,"Medium",7.74246575342466,0.6,"2",0.818045202803887,49.4305630563056
"Graduation","Single",21359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,48,2812,0,48,7,0.0746799431009957,"MeatExp","StorePurc",6.85714285714286,1,"Low",7.7041095890411,0,"3",0.396287471112874,34.6933293329333
"PhD","Single",76412,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,40,2797,2,1808,18,0.193063997139793,"WineExp","StorePurc",100.444444444444,0,"High",7.66301369863014,0.4,"2",0.923129632202578,52.4723072307231
"Graduation","Single",57091,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,59,2391,1,577,18,0.225846925972396,"WineExp","WebPurc",32.0555555555556,0,"Medium",6.55068493150685,0.2,"3",0.631797358589377,44.4187818781878
"Graduation","Together",81205,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,50,2544,3,2009,19,0.224056603773585,"MeatExp","StorePurc",105.736842105263,0,"High",6.96986301369863,0.6,"2",0.872970674896354,51.195699569957
"PhD","Married",46374,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,46,2481,2,446,18,0.217654171704958,"WineExp","WebPurc",24.7777777777778,1,"Medium",6.7972602739726,0.4,"3",0.713108847392602,49.5124712471247
"Graduation","Single",24762,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,48,2516,1,86,9,0.10731319554849,"GoldExp","DealsPurc",9.55555555555556,1,"Low",6.89315068493151,0.2,"3",0.604165750303521,36.2064406440644
"Graduation","Together",64090,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,64,2703,0,797,20,0.221975582685905,"WineExp","CatalogPurc",39.85,1,"High",7.40547945205479,0,"2",0.110807341268494,42.1209520952095
"Graduation","Single",86429,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,59,2597,1,1449,18,0.207932229495572,"MeatExp","WebPurc",80.5,0,"High",7.11506849315068,0.2,"2",0.615462199722691,46.3055105510551
"PhD","Widow",52278,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,57,2897,0,1198,31,0.321021746634449,"WineExp","WebPurc",38.6451612903226,1,"Medium",7.93698630136986,0,"2",0.459501004168538,50.0648664866487
"Master","Married",35641,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,48,2727,0,178,10,0.11001100110011,"MeatExp","StorePurc",17.8,1,"Low",7.47123287671233,0,"3",0.112014074739015,34.0664666466647
"Graduation","Single",95529,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,26,2950,1,1990,18,0.183050847457627,"MeatExp","WebPurc",110.555555555556,0,"High",8.08219178082192,0.2,"2",0.613705367193686,47.7522752275228
"Master","Single",39858,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,51,2898,0,95,7,0.072463768115942,"GoldExp","StorePurc",13.5714285714286,1,"Low",7.93972602739726,0,"1",0.0569438322134524,19.7322732273227
"Graduation","Divorced",82025,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,37,2774,1,1187,12,0.129776496034607,"MeatExp","StorePurc",98.9166666666667,0,"High",7.6,0.2,"2",0.159208300893754,27.1696569656966
"Graduation","Together",94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,67,2859,3,2302,18,0.18887722980063,"WineExp","CatalogPurc",127.888888888889,0,"High",7.83287671232877,0.6,"2",0.785409953670796,49.2235623562356
"Master","Divorced",44051,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,47,2893,0,171,12,0.124438299343242,"WineExp","DealsPurc",14.25,1,"Medium",7.92602739726027,0,"3",0.174526044873515,32.1019301930193
"Graduation","Married",59754,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,55,2952,0,475,16,0.16260162601626,"SweetExp","StorePurc",29.6875,1,"Medium",8.08767123287671,0,"1",0.00825164406728765,19.974497449745
"Master","Together",41021,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,51,2923,0,64,7,0.0718439958946288,"SweetExp","StorePurc",9.14285714285714,1,"Medium",8.00821917808219,0,"3",0.0748381057206837,30.5978397839784
"Graduation","Married",92955,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,47,2691,2,1778,23,0.256410256410256,"MeatExp","StorePurc",77.304347826087,0,"High",7.37260273972603,0.4,"2",0.567548025542037,49.4670067006701
"PhD","Married",34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,46,2819,0,23,4,0.0425682866264633,"WineExp","StorePurc",5.75,1,"Low",7.72328767123288,0,"3",0.0345134589184747,23.6367236723672
"Graduation","Married",80763,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,70,2695,2,1415,23,0.256029684601113,"WineExp","CatalogPurc",61.5217391304348,0,"High",7.38356164383562,0.4,"2",0.649331786955367,51.2281228122812
"Graduation","Married",75759,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,51,2624,3,2486,26,0.297256097560976,"WineExp","WebPurc",95.6153846153846,0,"High",7.18904109589041,0.6,"2",0.940998571866642,60.5496749674967
"Graduation","Divorced",85683,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,66,2477,4,1789,17,0.205894226887364,"WineExp","StorePurc",105.235294117647,0,"High",6.78630136986301,0.8,"2",0.992136704580179,58.3521152115212
"PhD","Widow",78028,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,64,3034,2,528,20,0.1977587343441,"MeatExp","StorePurc",26.4,1,"High",8.31232876712329,0.4,"2",0.551502685146182,42.5963196319632
"PhD","Single",95169,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,33,2640,2,1901,12,0.136363636363636,"WineExp","WebPurc",158.416666666667,0,"High",7.23287671232877,0.4,"2",0.913657463802077,51.3099509950995
"2n Cycle","Married",56337,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,39,2836,2,724,22,0.232722143864598,"WineExp","WebPurc",32.9090909090909,1,"Medium",7.76986301369863,0.4,"2",0.586419962216125,48.6841484148415
"Graduation","Single",36130,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,66,2889,1,488,21,0.218068535825545,"WineExp","CatalogPurc",23.2380952380952,1,"Low",7.91506849315068,0.2,"2",0.454302152148368,34.7845384538454
"PhD","Together",64504,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,67,2859,0,1314,25,0.262329485834208,"WineExp","WebPurc",52.56,1,"High",7.83287671232877,0,"2",0.0318683193831661,35.7412541254125
"Graduation","Single",28647,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,42,2689,1,94,7,0.0780959464484939,"MeatExp","WebPurc",13.4285714285714,1,"Low",7.36712328767123,0.2,"1",0.319553448476249,26.6839483948395
"Graduation","Together",74538,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,49,2742,1,1461,22,0.240700218818381,"MeatExp","WebPurc",66.4090909090909,0,"High",7.51232876712329,0.2,"2",0.369024608934881,46.9965196519652
"Graduation","Single",91700,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,49,2905,0,1968,20,0.206540447504303,"MeatExp","WebPurc",98.4,0,"High",7.95890410958904,0,"2",0.167004134742984,39.2951895189519
"PhD","Married",37126,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,49,2468,1,72,6,0.0729335494327391,"WineExp","CatalogPurc",12,1,"Low",6.76164383561644,0.2,"3",0.280112523474635,34.1460546054605
"Graduation","Together",34728,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,34,2711,0,36,5,0.0553301364810033,"MeatExp","StorePurc",7.2,1,"Low",7.42739726027397,0,"3",0.115259936570356,31.4871687168717
"Graduation","Together",35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,36,2970,0,497,18,0.181818181818182,"GoldExp","DealsPurc",27.6111111111111,1,"Low",8.13698630136986,0,"1",0.0405293430607165,29.7144114411441
"2n Cycle","Divorced",25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,50,2877,0,56,7,0.072992700729927,"GoldExp","DealsPurc",8,1,"Low",7.88219178082192,0,"3",0.341930995229539,32.756695669567
"PhD","Single",42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,33,2912,0,653,20,0.206043956043956,"MeatExp","StorePurc",32.65,0,"Medium",7.97808219178082,0,"2",0.327269426451635,37.9500550055006
"Graduation","Single",83528,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,28,2436,2,1650,23,0.283251231527094,"MeatExp","CatalogPurc",71.7391304347826,0,"High",6.67397260273973,0.4,"2",0.913810687879184,53.1097109710971
"Graduation","Married",36715,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,49,2966,0,357,19,0.19217801753203,"WineExp","WebPurc",18.7894736842105,1,"Low",8.12602739726027,0,"3",0.127902306076509,40.565096509651
"Graduation","Married",79456,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,64,3053,0,1401,16,0.157222404192597,"WineExp","CatalogPurc",87.5625,0,"High",8.36438356164384,0,"2",0.132699483519169,42.2788478847885
"Master","Single",75345,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,50,2889,1,2087,20,0.207684319833853,"WineExp","CatalogPurc",104.35,0,"High",7.91506849315068,0.2,"2",0.824565429840145,52.0559455945594
"PhD","Together",84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,62,2918,4,523,22,0.226182316655243,"WineExp","WebPurc",23.7727272727273,0,"High",7.99452054794521,0.8,"2",0.530823372546889,39.6476247624762
"PhD","Single",71691,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,62,2481,0,1192,17,0.205562273276904,"MeatExp","CatalogPurc",70.1176470588235,0,"High",6.7972602739726,0,"2",0.392213153982325,42.5021902190219
"Graduation","Divorced",83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2641,3,1862,17,0.19310867095797,"WineExp","CatalogPurc",109.529411764706,0,"High",7.23561643835616,0.6,"2",0.851017784609539,41.0515451545154
"2n Cycle","Single",81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,37,2862,1,1104,16,0.167714884696017,"WineExp","WebPurc",69,0,"High",7.84109589041096,0.2,"2",0.614464813371805,47.4819281928193
"PhD","Married",33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,37,2633,1,63,5,0.0569692366122294,"GoldExp","StorePurc",12.6,1,"Low",7.21369863013699,0.2,"3",0.300927561450343,35.418201820182
"Master","Married",36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,37,2659,1,426,12,0.135389244076721,"GoldExp","CatalogPurc",35.5,0,"Low",7.28493150684931,0.2,"3",0.316390182370129,36.6469846984698
"Graduation","Divorced",39552,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,58,2935,0,384,20,0.20442930153322,"WineExp","DealsPurc",19.2,1,"Low",8.04109589041096,0,"2",0.115887660206901,32.5567356735674
"2n Cycle","Divorced",63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,68,2568,0,1168,25,0.292056074766355,"MeatExp","StorePurc",46.72,0,"High",7.03561643835616,0,"2",0.193819638437315,39.4636063606361
"Graduation","Single",72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,35,2620,3,2013,21,0.240458015267176,"WineExp","StorePurc",95.8571428571429,0,"High",7.17808219178082,0.6,"2",0.928659724767428,47.8738473847385
"PhD","Divorced",85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,58,2799,0,1313,20,0.214362272240086,"WineExp","StorePurc",65.65,0,"High",7.66849315068493,0,"2",0.0378247181079732,26.0464646464646
"Graduation","Together",42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,39,2599,1,145,9,0.103886110042324,"MeatExp","WebPurc",16.1111111111111,1,"Medium",7.12054794520548,0.2,"3",0.165700342118352,31.6434643464346
"Graduation","Single",26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,34,3001,1,27,4,0.0399866711096301,"WineExp","StorePurc",6.75,1,"Low",8.22191780821918,0.2,"3",0.403191158746692,29.617901790179
"Graduation","Together",83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,46,3022,1,1833,26,0.258107213765718,"WineExp","StorePurc",70.5,0,"High",8.27945205479452,0.2,"2",0.4811090127086,52.1753775377538
"Graduation","Married",46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,44,2720,0,515,26,0.286764705882353,"WineExp","DealsPurc",19.8076923076923,1,"Medium",7.45205479452055,0,"2",0.14386577923893,44.008500850085
"PhD","Divorced",54959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,59,2903,1,1232,21,0.217016879090596,"WineExp","WebPurc",58.6666666666667,1,"Medium",7.95342465753425,0.2,"2",0.46852497678308,41.8594259425942
"Master","Divorced",78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,50,2931,0,1812,16,0.163766632548618,"WineExp","CatalogPurc",113.25,0,"High",8.03013698630137,0,"2",0.292422763280584,40.8878287828783
"Master","Widow",67369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,51,2966,2,1461,25,0.252865812542144,"WineExp","StorePurc",58.44,1,"High",8.12602739726027,0.4,"2",0.660980327350602,40.5722772277228
"Graduation","Single",42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,45,2743,0,140,11,0.12030623405031,"WineExp","DealsPurc",12.7272727272727,1,"Medium",7.51506849315069,0,"3",0.165850039150408,30.1897189718972
"Graduation","Married",22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,34,2992,1,61,7,0.0701871657754011,"GoldExp","DealsPurc",8.71428571428571,1,"Low",8.1972602739726,0.2,"3",0.233460649799785,28.0589258925893
"PhD","Married",69969,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,55,2683,2,1536,13,0.145359672008945,"WineExp","StorePurc",118.153846153846,0,"High",7.35068493150685,0.4,"2",0.438141665480721,38.1461346134613
"PhD","Married",77766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,53,2869,1,1529,34,0.355524573021959,"WineExp","WebPurc",44.9705882352941,1,"High",7.86027397260274,0.2,"2",0.0750216241090926,40.6361436143614
"PhD","Married",55158,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,50,3076,0,418,18,0.17555266579974,"WineExp","WebPurc",23.2222222222222,1,"Medium",8.42739726027397,0,"1",0.017813698350623,27.2805880588059
"2n Cycle","Married",62972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,65,3072,0,587,16,0.15625,"WineExp","WebPurc",36.6875,1,"High",8.41643835616438,0,"3",0.0398838310979937,33.3767776777678
"PhD","Divorced",90687,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,37,2780,1,1779,17,0.183453237410072,"WineExp","StorePurc",104.647058823529,0,"High",7.61643835616438,0.2,"2",0.151222398719423,30.6870487048705
"Graduation","Single",47139,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,68,2492,0,83,7,0.0842696629213483,"WineExp","DealsPurc",11.8571428571429,1,"Medium",6.82739726027397,0,"3",0.215726462217362,33.7685368536854
"PhD","Married",53378,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,57,3020,0,793,29,0.288079470198675,"WineExp","DealsPurc",27.3448275862069,1,"Medium",8.27397260273973,0,"2",0.0758363739237656,42.5135113511351
"Graduation","Single",38808,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,48,3049,1,246,14,0.137750081994096,"WineExp","WebPurc",17.5714285714286,1,"Low",8.35342465753425,0.2,"3",0.523731855087417,38.7363936393639
"Graduation","Together",78687,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,37,3066,1,2130,19,0.185909980430528,"WineExp","StorePurc",112.105263157895,0,"High",8.4,0.2,"2",0.609054881291828,51.5480548054805
"2n Cycle","Divorced",49118,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,49,3057,2,1229,28,0.2747791952895,"WineExp","StorePurc",43.8928571428571,0,"Medium",8.37534246575343,0.4,"2",0.618335275754946,41.2801080108011
"PhD","Married",57091,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,48,2960,1,496,18,0.182432432432432,"WineExp","WebPurc",27.5555555555556,1,"Medium",8.10958904109589,0.2,"1",0.0501861947192752,29.2115411541154
"Master","Married",83151,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,48,2881,3,2346,23,0.23950017355085,"WineExp","StorePurc",102,0,"High",7.89315068493151,0.6,"2",0.798262458384431,48.2084408440844
"Graduation","Married",78569,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,74,2507,1,1736,15,0.179497407259673,"MeatExp","CatalogPurc",115.733333333333,0,"High",6.86849315068493,0.2,"2",0.449633130883849,45.4070607060706
"Graduation","Married",65169,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,38,2543,4,1189,28,0.33031852143138,"WineExp","StorePurc",42.4642857142857,0,"High",6.96712328767123,0.8,"2",0.967815941090954,60.165296529653
"Graduation","Single",37774,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,43,3041,1,473,16,0.157842814863532,"GoldExp","WebPurc",29.5625,1,"Low",8.33150684931507,0.2,"3",0.566522352546725,41.0293629362936
"PhD","Together",71604,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,75,2601,1,1196,17,0.196078431372549,"MeatExp","WebPurc",70.3529411764706,0,"High",7.12602739726027,0.2,"2",0.396537515564766,47.2611461146115
"Graduation","Married",48752,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,51,2941,0,316,17,0.173410404624277,"MeatExp","WebPurc",18.5882352941176,1,"Medium",8.05753424657534,0,"3",0.103184679341779,40.9474147414741
"Master","Married",88097,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,42,3057,3,844,20,0.196270853778214,"MeatExp","StorePurc",42.2,1,"High",8.37534246575343,0.6,"2",0.687783734816134,53.2609060906091
"Graduation","Single",39660,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,38,3067,0,299,14,0.136941636778611,"WineExp","WebPurc",21.3571428571429,1,"Low",8.4027397260274,0,"3",0.17466971144438,33.7925592559256
"Master","Married",62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,71,3013,1,1178,28,0.278791901759044,"WineExp","DealsPurc",42.0714285714286,1,"High",8.25479452054794,0.2,"2",0.503847021399987,56.1185718571857
"Graduation","Single",70515,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,27,2628,0,1258,17,0.194063926940639,"MeatExp","WebPurc",74,0,"High",7.2,0,"2",0.368013836622545,40.6007200720072
"Graduation","Married",69109,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,38,2974,1,1555,20,0.201748486886348,"WineExp","StorePurc",77.75,0,"High",8.14794520547945,0.2,"2",0.534057172771819,50.0542054205421
"Master","Single",75154,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,62,3040,0,1143,16,0.157894736842105,"WineExp","WebPurc",71.4375,1,"High",8.32876712328767,0,"2",0.0555437591428215,26.6999299929993
"Graduation","Married",21355,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,35,2690,1,68,7,0.0780669144981413,"GoldExp","DealsPurc",9.71428571428571,1,"Low",7.36986301369863,0.2,"3",0.430845015291912,35.37699769977
"Graduation","Single",36864,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,63,3062,0,354,14,0.137165251469628,"WineExp","WebPurc",25.2857142857143,1,"Low",8.38904109589041,0,"1",0.125268155513841,29.7938593859386
"PhD","Divorced",36957,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,67,3038,0,152,11,0.10862409479921,"WineExp","DealsPurc",13.8181818181818,1,"Low",8.32328767123288,0,"3",0.112354392036636,29.8504250425042
"Graduation","Married",80589,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,76,2535,1,1428,21,0.248520710059172,"MeatExp","CatalogPurc",68,0,"High",6.94520547945205,0.2,"2",0.283787639775589,43.4725072507251
"Graduation","Together",21645,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,41,3041,0,65,9,0.0887865833607366,"MeatExp","DealsPurc",7.22222222222222,1,"Low",8.33150684931507,0,"1",0.0265164879737662,21.7875787578758
"Master","Widow",78427,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,72,2990,1,1930,23,0.230769230769231,"WineExp","StorePurc",83.9130434782609,0,"High",8.19178082191781,0.2,"2",0.69070504833233,48.1356135613561
"Graduation","Single",73892,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,67,2605,0,1507,23,0.264875239923225,"WineExp","CatalogPurc",65.5217391304348,0,"High",7.13698630136986,0,"2",0.237584761153534,38.643704370437
"Graduation","Divorced",43300,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,49,3001,0,180,11,0.109963345551483,"WineExp","WebPurc",16.3636363636364,1,"Medium",8.22191780821918,0,"1",0.0320373760510264,20.1833183318332
"Graduation","Single",93790,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,50,2514,3,2349,25,0.298329355608592,"WineExp","StorePurc",93.96,0,"High",6.88767123287671,0.6,"2",0.981235959670006,62.0705870587059
"PhD","Married",38410,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,46,3030,0,534,18,0.178217821782178,"WineExp","StorePurc",29.6666666666667,0,"Low",8.3013698630137,0,"1",0.0426185960949948,28.6135413541354
"PhD","Married",94871,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,51,3043,2,1078,18,0.177456457443313,"MeatExp","WebPurc",59.8888888888889,1,"High",8.33698630136986,0.4,"2",0.0713303016333278,33.7204320432043
"PhD","Married",60585,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,49,2747,0,736,30,0.327630141973062,"MeatExp","DealsPurc",24.5333333333333,1,"Medium",7.52602739726027,0,"2",0.109070669252154,44.3650565056506
"Graduation","Together",87679,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,32,2714,3,2524,29,0.320560058953574,"WineExp","CatalogPurc",87.0344827586207,0,"High",7.43561643835616,0.6,"2",0.883470449342813,57.9819781978198
"PhD","Together",53374,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,51,3059,1,1064,21,0.205949656750572,"WineExp","StorePurc",50.6666666666667,1,"Medium",8.38082191780822,0.2,"2",0.3182449253372,46.7711571157116
"Graduation","Married",42014,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,43,3058,0,436,20,0.196206671026815,"WineExp","WebPurc",21.8,1,"Medium",8.37808219178082,0,"2",0.0441391491557983,32.5645764576458
"PhD","Single",49667,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,65,3055,1,1396,22,0.216039279869067,"WineExp","CatalogPurc",63.4545454545455,0,"Medium",8.36986301369863,0.2,"2",0.711284264084009,48.6533853385339
"2n Cycle","Together",20981,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,43,2802,0,73,7,0.0749464668094218,"GoldExp","WebPurc",10.4285714285714,0,"Low",7.67671232876712,0,"3",0.131044723104589,32.2650865086509
"Graduation","Single",27242,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,50,2972,0,106,7,0.0706594885598923,"GoldExp","StorePurc",15.1428571428571,1,"Low",8.14246575342466,0,"3",0.361898632669922,35.9507150715071
"PhD","Single",87188,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,37,2768,0,1923,19,0.205924855491329,"WineExp","WebPurc",101.210526315789,0,"High",7.58356164383562,0,"2",0.128481998934786,35.4539053905391
