"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp"
"Graduation","Divorced",81361,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,1,33,2501,0,778
"PhD","Divorced",35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,47,2418,1,49
"Master","Together",40442,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,1,68,3056,0,169
"PhD","Single",48432,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,1,47,2996,0,424
"Graduation","Single",64509,0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1,30,2693,1,1722
"Graduation","Married",31353,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,1,43,2559,0,31
"Graduation","Together",19444,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,38,2504,0,54
"PhD","Divorced",64140,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,1,56,2656,3,1750
"Graduation","Divorced",57136,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,53,2784,0,1179
"Graduation","Single",82014,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,59,3055,0,1511
"Graduation","Widow",34213,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,57,3037,0,117
"Graduation","Single",72066,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,39,2383,2,1792
"PhD","Single",37929,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,35,2711,2,265
"Master","Married",80141,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,34,2911,1,2091
"Master","Divorced",78789,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,40,3067,0,1754
"Graduation","Together",56534,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,52,2718,2,815
"Basic","Together",14796,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,47,3012,0,103
"Graduation","Married",83512,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,34,2389,4,2157
"Master","Married",77520,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,61,2682,3,1526
"PhD","Married",55424,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,44,2958,1,877
"PhD","Married",92491,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,37,2801,3,2034
"Graduation","Single",90273,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,29,2574,3,1991
"PhD","Single",38513,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,38,2529,0,324
"Master","Single",16653,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,41,2449,0,69
"Graduation","Together",42586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,65,2985,0,252
"PhD","Single",45576,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,75,2409,0,145
"Graduation","Together",70321,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,73,2906,0,1376
"PhD","Together",63342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,59,2998,1,1101
"PhD","Widow",51569,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,71,2879,1,467
"Master","Single",39763,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,49,2706,0,167
"PhD","Divorced",25509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,46,3026,0,101
"Graduation","Together",34600,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,49,2921,0,318
"Graduation","Married",90369,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,64,2439,0,1588
"Graduation","Single",72282,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,69,2722,0,1331
"Graduation","Together",78394,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,34,2876,0,1428
"Master","Together",22669,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,45,2780,0,173
"Graduation","Married",54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,43,2668,0,174
"PhD","Divorced",57333,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,66,3022,0,1662
"Master","Widow",84953,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,67,2768,3,1024
"PhD","Married",86836,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,45,3032,3,557
"2n Cycle","Single",83257,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,25,3026,2,1365
"Graduation","Together",64260,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,59,2911,0,1574
"PhD","Single",82733,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,36,2669,0,1323
"Graduation","Widow",60208,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,47,3007,1,656
"2n Cycle","Together",82326,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,43,2488,3,2257
"Master","Widow",33051,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,61,3059,0,835
"PhD","Married",70643,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,36,2999,0,1828
"PhD","Married",30396,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,51,2437,1,34
"PhD","Divorced",86979,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,49,2611,1,1702
"Graduation","Married",77870,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,53,3053,2,1815
"Graduation","Single",57107,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,52,3051,2,416
"Graduation","Single",91249,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,64,2994,4,1676
"Graduation","Single",64849,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,63,2970,0,1336
"PhD","Single",54998,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,64,2853,0,455
"PhD","Widow",54356,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,71,2964,0,775
"PhD","Married",73356,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,36,2520,3,1512
"Graduation","Married",63211,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,38,2981,0,1173
"PhD","Together",72335,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,44,3062,0,2092
"Graduation","Single",96843,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,30,2809,1,1544
"PhD","Widow",71670,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,58,2732,3,1766
"Graduation","Single",40887,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,68,2796,0,161
"Graduation","Widow",72643,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,71,2864,1,1429
"Graduation","Married",36781,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,41,2457,0,63
"Master","Single",31385,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,36,2948,1,27
"PhD","Divorced",72968,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,57,2572,1,1958
"Master","Single",91712,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,73,2632,1,2217
"2n Cycle","Married",96547,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,40,2414,3,809
"Graduation","Married",79205,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,45,3046,1,895
"Graduation","Married",22979,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,50,3038,0,115
"Graduation","Together",96876,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,43,2704,3,1941
"Graduation","Single",68281,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,62,3068,0,1655
"Graduation","Married",36790,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,37,2862,0,66
"Master","Together",49912,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,71,3037,1,874
"PhD","Widow",68117,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,73,2853,1,930
"Graduation","Single",76467,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,50,3058,0,1575
"Graduation","Divorced",64713,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,50,2519,0,602
"Master","Widow",72258,0,0,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,77,2619,1,1564
"Master","Divorced",53367,1,1,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,46,2679,0,400
"Master","Married",81929,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1,44,3015,2,2053
"2n Cycle","Married",14796,1,0,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,36,3027,0,51
"Graduation","Divorced",72967,0,1,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,1,50,2938,1,497
"Graduation","Single",82332,0,0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1,59,3027,1,2006
"PhD","Married",82333,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,0,1,34,2833,1,1822
"PhD","Together",65220,0,0,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,1,55,3041,0,1282
"Master","Single",72309,0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,0,1,44,2852,1,1931
"Master","Divorced",29435,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,1,54,3069,0,180
"Graduation","Single",78499,0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,0,1,63,2595,1,1334
"PhD","Married",60896,0,1,90,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,0,1,56,3003,0,1701
"Master","Single",91172,0,0,94,162,28,818,0,28,56,0,4,3,7,3,1,0,1,1,1,0,1,30,2836,4,1092
"2n Cycle","Divorced",65706,0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,0,1,50,2743,3,1199
"PhD","Married",79174,0,0,2,1074,37,518,193,92,129,1,5,6,7,2,0,0,1,1,0,0,1,45,2911,2,2043
"Master","Single",89616,0,0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,0,1,37,2866,0,1644
"2n Cycle","Married",82347,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,1,63,2977,2,1853
"Graduation","Married",73803,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,0,1,63,3074,1,1528
"Graduation","Married",50501,1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,0,1,66,2753,1,500
"PhD","Married",52869,1,1,40,84,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,0,1,66,2999,0,172
"Graduation","Single",46344,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,66,2490,0,27
"Graduation","Together",71613,0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,55,2689,0,776
"Graduation","Together",26646,1,0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,36,2516,0,53
"PhD","Married",58293,1,0,94,173,43,118,46,27,15,5,5,3,6,5,0,0,0,0,0,0,0,39,2538,0,422
"Master","Together",62513,0,1,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,53,2670,0,716
"Graduation","Divorced",55635,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,49,2970,0,590
"PhD","Married",33454,1,0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,35,2794,0,169
"PhD","Together",32144,1,1,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0,70,2485,1,49
"Graduation","Married",29009,1,0,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,37,2603,0,19
"Basic","Married",17345,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,44,2970,0,61
"Graduation","Divorced",63033,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,61,2603,0,1102
"Master","Divorced",59354,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,68,2603,0,310
"Graduation","Married",17323,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,33,3004,0,46
"Graduation","Married",41850,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,40,2929,0,96
"Graduation","Together",37760,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,74,3044,0,317
"Master","Married",76995,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,71,2835,1,1782
"2n Cycle","Single",33812,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,35,2980,0,133
"Graduation","Married",37040,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,38,3067,0,316
"Graduation","Married",157146,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,41,2916,0,1730
"PhD","Married",58607,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,71,2930,1,972
"PhD","Married",65324,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,66,2546,0,544
"Graduation","Together",40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,69,2845,0,444
"Graduation","Single",18589,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,51,2920,0,75
"Graduation","Married",53359,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,44,2775,0,257
"Graduation","Single",59754,1,0,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,34,2871,0,637
"Graduation","Married",38360,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,31,2771,0,131
"PhD","Married",84618,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,55,2596,1,1672
"Master","Divorced",18988,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,31,2415,0,30
"Master","Together",38620,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,57,2791,0,318
"Graduation","Together",40548,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,50,3004,1,120
"Master","Married",68657,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,74,2871,0,1196
"Master","Single",49389,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,69,2681,0,65
"PhD","Married",67353,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,50,2557,0,913
"2n Cycle","Married",23718,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,44,2677,0,81
"Graduation","Widow",42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,47,2515,0,67
"Graduation","Married",80011,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,40,2803,0,1395
"Master","Married",20559,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,35,2851,0,53
"Graduation","Together",21994,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,63,2929,0,22
"PhD","Single",49980,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,61,2613,0,186
"Master","Married",37406,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,45,2647,0,31
"Graduation","Single",79941,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,44,2378,0,984
"Graduation","Together",41728,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,52,2778,0,55
"Graduation","Single",50523,2,1,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,69,2556,0,124
"PhD","Married",72550,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,66,2975,0,1319
"Graduation","Widow",65486,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,63,2425,0,507
"Master","Married",79143,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,56,3064,0,1693
"Graduation","Single",35790,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,43,2920,0,72
"Graduation","Married",66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,42,2759,0,606
"Graduation","Single",27938,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,32,2439,0,29
"Graduation","Single",28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,38,2754,0,46
"PhD","Married",55954,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,52,2495,0,518
"Graduation","Together",66653,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,45,3037,0,612
"Graduation","Single",61823,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,68,2873,0,884
"PhD","Widow",67680,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,69,2760,0,606
"Graduation","Together",70666,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,72,2582,0,1076
"Graduation","Together",32474,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,53,2426,0,11
"Graduation","Together",69096,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,62,2652,0,653
"Graduation","Together",74854,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,50,2824,0,1562
"Master","Married",66991,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,66,3033,0,1253
"2n Cycle","Married",37509,1,0,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,47,3030,0,109
"Graduation","Married",65031,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,61,2846,0,863
"PhD","Married",60631,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,45,2827,1,661
"Graduation","Married",28332,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,68,2437,0,65
"Graduation","Divorced",40246,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,43,2934,0,13
"2n Cycle","Together",26326,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,44,2675,0,18
"Graduation","Single",29760,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,35,3046,0,165
"Graduation","Married",26304,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,51,2748,0,16
"2n Cycle","Married",23559,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,47,2738,0,79
"Graduation","Married",29440,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,60,2699,0,56
"Master","Married",36138,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,50,2725,1,151
"Graduation","Married",79593,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,47,2425,1,1366
"Graduation","Together",54178,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,53,2536,0,194
"PhD","Married",55635,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,63,2964,0,603
"Graduation","Single",31686,1,1,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,2410,0,18
"Master","Together",70666,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,47,2595,0,985
"Master","Single",42394,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,48,2475,0,32
"PhD","Married",23626,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,50,2413,0,43
"Graduation","Married",30096,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,37,2415,0,45
"Graduation","Widow",47916,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,60,2961,1,606
"Graduation","Divorced",51813,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,48,2821,0,63
"2n Cycle","Married",78497,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,69,2587,1,978
"PhD","Married",50150,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,37,2751,0,410
"2n Cycle","Single",47823,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,60,2718,0,72
"PhD","Single",34554,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,61,2468,0,55
"Graduation","Together",85693,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,41,2812,0,1169
"PhD","Married",65846,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,75,2785,0,1120
"Basic","Together",24594,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,41,2578,0,29
"Graduation","Married",49096,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,56,2655,0,187
"Graduation","Married",52413,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,51,2889,0,910
"Graduation","Single",38557,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,42,2934,0,145
"Master","Married",89058,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,60,2946,0,850
"Graduation","Together",77298,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,41,2616,0,969
"Master","Together",57288,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,57,2381,1,608
"PhD","Married",43974,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,40,2941,0,551
"Graduation","Single",50785,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,58,2669,0,114
"Graduation","Married",90765,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,50,2533,2,1724
"2n Cycle","Married",36550,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,42,2872,0,577
"2n Cycle","Together",30753,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,53,2730,0,81
"Graduation","Together",21918,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,51,2604,0,33
"Master","Together",56129,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2751,0,660
"Master","Married",19510,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,35,2675,0,30
"Graduation","Divorced",30992,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,44,2810,0,43
"2n Cycle","Together",71488,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,55,2873,0,559
"Master","Married",54348,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,67,2398,0,90
"PhD","Married",54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,2730,0,404
"PhD","Together",77376,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,64,2427,0,661
"Graduation","Married",62998,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,68,2649,0,463
"Master","Single",61331,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,62,2853,0,632
"Graduation","Married",73448,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,51,2516,0,725
"Graduation","Married",54753,0,1,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,57,2699,0,725
"PhD","Married",41551,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,56,2696,0,279
"PhD","Together",62981,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,53,2846,1,1482
"Basic","Divorced",26816,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,44,3067,0,29
"PhD","Married",33762,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,61,2734,0,106
"PhD","Divorced",36921,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,55,2713,0,38
"Master","Single",92859,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,28,2995,0,2077
"Graduation","Married",86111,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,58,2813,0,1385
"PhD","Single",68352,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,46,2682,0,871
"Graduation","Together",41883,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,32,2844,0,312
"Graduation","Married",59809,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,44,2996,0,877
"Graduation","Together",38547,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,39,2682,0,22
"2n Cycle","Married",35688,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,47,3053,0,211
